YEAR,STATE,STATE_CODE,FUEL_SOURCE,FUEL_CODE,GENERATION_MWH,TOTAL_MWH,PCT_OF_TOTAL,ENERGY_TYPE
2004,Mississippi,MS,Nuclear,NUC,10232.766,39369.76908,25.99,Clean
2005,Mississippi,MS,Nuclear,NUC,10077.846,42093.96179,23.94,Clean
2006,Mississippi,MS,Nuclear,NUC,10418.586,44273.49105,23.53,Clean
2007,Mississippi,MS,Nuclear,NUC,9358.784,48143.60658,19.44,Clean
2008,Mississippi,MS,Nuclear,NUC,9396.79,46728.064360000004,20.11,Clean
2009,Mississippi,MS,Nuclear,NUC,10998.515,47248.21149,23.28,Clean
2010,Mississippi,MS,Nuclear,NUC,9643.241,52892.79416,18.23,Clean
2011,Mississippi,MS,Nuclear,NUC,10336.789,50025.50843,20.66,Clean
2012,Mississippi,MS,Nuclear,NUC,7296.134,53057.99984999999,13.75,Clean
2013,Mississippi,MS,Nuclear,NUC,10864.509,51342.69259,21.16,Clean
2014,Mississippi,MS,Nuclear,NUC,10252.183,53600.69829,19.13,Clean
2015,Mississippi,MS,Nuclear,NUC,11714.588,63231.136329999994,18.53,Clean
2016,Mississippi,MS,Nuclear,NUC,5897.272,61334.03668,9.62,Clean
2017,Mississippi,MS,Nuclear,NUC,7364.648,58237.27341,12.65,Clean
2018,Mississippi,MS,Nuclear,NUC,6919.47,62007.17692,11.16,Clean
2019,Mississippi,MS,Nuclear,NUC,11032.514,64549.69869,17.09,Clean
2020,Mississippi,MS,Nuclear,NUC,6470.934,65156.17842,9.93,Clean
2021,Mississippi,MS,Nuclear,NUC,11772.058,66348.70169,17.74,Clean
2022,Mississippi,MS,Nuclear,NUC,8600.33,66474.72849,12.94,Clean
2023,Mississippi,MS,Nuclear,NUC,11749.621,71587.01066,16.41,Clean
2024,Mississippi,MS,Nuclear,NUC,10653.403,76050.63715,14.01,Clean
2025,Mississippi,MS,Nuclear,NUC,11492.701,76804.58452,14.96,Clean
2024,Mississippi,MS,Wind,WND,346.724,76050.63715,0.46,Clean
2025,Mississippi,MS,Wind,WND,500.177,76804.58452,0.65,Clean
2016,Mississippi,MS,Solar,SUN,0.0,61334.03668,0.0,Clean
2017,Mississippi,MS,Solar,SUN,85.923,58237.27341,0.15,Clean
2018,Mississippi,MS,Solar,SUN,325.853,62007.17692,0.53,Clean
2019,Mississippi,MS,Solar,SUN,322.34,64549.69869,0.5,Clean
2020,Mississippi,MS,Solar,SUN,430.1171,65156.17842,0.66,Clean
2021,Mississippi,MS,Solar,SUN,424.931,66348.70169,0.64,Clean
2022,Mississippi,MS,Solar,SUN,503.86,66474.72849,0.76,Clean
2023,Mississippi,MS,Solar,SUN,632.843,71587.01066,0.88,Clean
2024,Mississippi,MS,Solar,SUN,1690.849,76050.63715,2.22,Clean
2025,Mississippi,MS,Solar,SUN,2874.99187,76804.58452,3.74,Clean
2001,Mississippi,MS,Other,OOG,0.0,46870.498999999996,0.0,Other
2002,Mississippi,MS,Other,OOG,37.916,41921.915,0.09,Other
2003,Mississippi,MS,Other,OOG,31.799,37494.092,0.08,Other
2004,Mississippi,MS,Other,OOG,40.74819,39369.76908,0.1,Other
2005,Mississippi,MS,Other,OOG,20.1664,42093.96179,0.05,Other
2006,Mississippi,MS,Other,OOG,43.72317,44273.49105,0.1,Other
2007,Mississippi,MS,Other,OOG,42.32481,48143.60658,0.09,Other
2008,Mississippi,MS,Other,OOG,40.44531,46728.064360000004,0.09,Other
2009,Mississippi,MS,Other,OOG,24.73496,47248.21149,0.05,Other
2010,Mississippi,MS,Other,OOG,1.63468,52892.79416,0.0,Other
2001,North Carolina,NC,Coal,COL,72957.767,114863.84300000001,63.52,Fossil
2002,North Carolina,NC,Coal,COL,75187.741,121868.37199999999,61.7,Fossil
2003,North Carolina,NC,Coal,COL,74776.231,124464.45700000001,60.08,Fossil
2004,North Carolina,NC,Coal,COL,75546.11521,123630.59181,61.11,Fossil
2005,North Carolina,NC,Coal,COL,78435.69998,126973.31789,61.77,Fossil
2006,North Carolina,NC,Coal,COL,75487.00513,122484.76377,61.63,Fossil
2007,North Carolina,NC,Coal,COL,79983.03837,127468.54462999999,62.75,Fossil
2008,North Carolina,NC,Coal,COL,75814.78659,122803.85163,61.74,Fossil
2009,North Carolina,NC,Coal,COL,65082.78246,115958.19836000001,56.13,Fossil
2010,North Carolina,NC,Coal,COL,71951.21356,125905.86872,57.15,Fossil
2011,North Carolina,NC,Coal,COL,59758.35712,115351.17859000001,51.81,Fossil
2012,North Carolina,NC,Coal,COL,50932.17966,113487.20862,44.88,Fossil
2013,North Carolina,NC,Coal,COL,47072.20959,122541.65097999999,38.41,Fossil
2014,North Carolina,NC,Coal,COL,49238.19687,124428.0387,39.57,Fossil
2015,North Carolina,NC,Coal,COL,39922.16767,124679.10768,32.02,Fossil
2016,North Carolina,NC,Coal,COL,37435.77975,127317.51522,29.4,Fossil
2017,North Carolina,NC,Coal,COL,34460.16678,124827.10282,27.61,Fossil
2018,North Carolina,NC,Coal,COL,31690.46872,130471.74579,24.29,Fossil
2019,North Carolina,NC,Coal,COL,30672.10113,127894.7939,23.98,Fossil
2020,North Carolina,NC,Coal,COL,20793.28877,121300.8836,17.14,Fossil
2021,North Carolina,NC,Coal,COL,20404.63829,127417.60086,16.01,Fossil
2022,North Carolina,NC,Coal,COL,14673.74341,131946.41045999998,11.12,Fossil
2023,North Carolina,NC,Coal,COL,14204.64671,124541.93413000001,11.41,Fossil
2024,North Carolina,NC,Coal,COL,17078.65156,133134.1888,12.83,Fossil
2025,North Carolina,NC,Coal,COL,17901.99936,133503.55077,13.41,Fossil
2001,North Carolina,NC,Natural Gas,NG,1534.355,114863.84300000001,1.34,Fossil
2002,North Carolina,NC,Natural Gas,NG,3560.871,121868.37199999999,2.92,Fossil
2003,North Carolina,NC,Natural Gas,NG,1580.366,124464.45700000001,1.27,Fossil
2004,North Carolina,NC,Natural Gas,NG,2558.65427,123630.59181,2.07,Fossil
2005,North Carolina,NC,Natural Gas,NG,3159.37691,126973.31789,2.49,Fossil
2006,North Carolina,NC,Natural Gas,NG,3195.56263,122484.76377,2.61,Fossil
2007,North Carolina,NC,Natural Gas,NG,4456.64275,127468.54462999999,3.5,Fossil
2008,North Carolina,NC,Natural Gas,NG,4177.34161,122803.85163,3.4,Fossil
2009,North Carolina,NC,Natural Gas,NG,4851.8851,115958.19836000001,4.18,Fossil
2010,North Carolina,NC,Natural Gas,NG,8447.23707,125905.86872,6.71,Fossil
2011,North Carolina,NC,Natural Gas,NG,11155.21102,115351.17859000001,9.67,Fossil
2012,North Carolina,NC,Natural Gas,NG,19302.00801,113487.20862,17.01,Fossil
2013,North Carolina,NC,Natural Gas,NG,27982.50908,122541.65097999999,22.84,Fossil
2014,North Carolina,NC,Natural Gas,NG,28737.60811,124428.0387,23.1,Fossil
2015,North Carolina,NC,Natural Gas,NG,36544.59645,124679.10768,29.31,Fossil
2016,North Carolina,NC,Natural Gas,NG,39251.1018,127317.51522,30.83,Fossil
2017,North Carolina,NC,Natural Gas,NG,38589.79418,124827.10282,30.91,Fossil
2018,North Carolina,NC,Natural Gas,NG,43445.74927,130471.74579,33.3,Fossil
2019,North Carolina,NC,Natural Gas,NG,41146.86497,127894.7939,32.17,Fossil
2020,North Carolina,NC,Natural Gas,NG,41401.32109,121300.8836,34.13,Fossil
2021,North Carolina,NC,Natural Gas,NG,47444.63372,127417.60086,37.24,Fossil
2022,North Carolina,NC,Natural Gas,NG,58131.39645,131946.41045999998,44.06,Fossil
2023,North Carolina,NC,Natural Gas,NG,51788.03063,124541.93413000001,41.58,Fossil
2024,North Carolina,NC,Natural Gas,NG,55503.19644,133134.1888,41.69,Fossil
2025,North Carolina,NC,Natural Gas,NG,54217.10011,133503.55077,40.61,Fossil
2001,North Carolina,NC,Nuclear,NUC,37775.025,114863.84300000001,32.89,Clean
2002,North Carolina,NC,Nuclear,NUC,39626.849,121868.37199999999,32.52,Clean
2003,North Carolina,NC,Nuclear,NUC,40906.9,124464.45700000001,32.87,Clean
2004,North Carolina,NC,Nuclear,NUC,40090.623,123630.59181,32.43,Clean
2005,North Carolina,NC,Nuclear,NUC,39981.739,126973.31789,31.49,Clean
2006,North Carolina,NC,Nuclear,NUC,39963.184,122484.76377,32.63,Clean
2007,North Carolina,NC,Nuclear,NUC,40044.705,127468.54462999999,31.42,Clean
2008,North Carolina,NC,Nuclear,NUC,39776.28,122803.85163,32.39,Clean
2009,North Carolina,NC,Nuclear,NUC,40847.711,115958.19836000001,35.23,Clean
2010,North Carolina,NC,Nuclear,NUC,40739.529,125905.86872,32.36,Clean
2011,North Carolina,NC,Nuclear,NUC,40526.834,115351.17859000001,35.13,Clean
2012,North Carolina,NC,Nuclear,NUC,39385.592,113487.20862,34.7,Clean
2013,North Carolina,NC,Nuclear,NUC,40241.737,122541.65097999999,32.84,Clean
2014,North Carolina,NC,Nuclear,NUC,40967.02,124428.0387,32.92,Clean
2015,North Carolina,NC,Nuclear,NUC,42096.761,124679.10768,33.76,Clean
2016,North Carolina,NC,Nuclear,NUC,42786.087,127317.51522,33.61,Clean
2017,North Carolina,NC,Nuclear,NUC,42374.264,124827.10282,33.95,Clean
2018,North Carolina,NC,Nuclear,NUC,42076.949,130471.74579,32.25,Clean
2019,North Carolina,NC,Nuclear,NUC,41915.605,127894.7939,32.77,Clean
2020,North Carolina,NC,Nuclear,NUC,42328.762,121300.8836,34.9,Clean
2021,North Carolina,NC,Nuclear,NUC,43117.707,127417.60086,33.84,Clean
2022,North Carolina,NC,Nuclear,NUC,42644.282,131946.41045999998,32.32,Clean
2023,North Carolina,NC,Nuclear,NUC,42335.726,124541.93413000001,33.99,Clean
2024,North Carolina,NC,Nuclear,NUC,43349.344,133134.1888,32.56,Clean
2025,North Carolina,NC,Nuclear,NUC,43046.739,133503.55077,32.24,Clean
2001,North Carolina,NC,Hydroelectric,HYC,2595.705,114863.84300000001,2.26,Clean
2002,North Carolina,NC,Hydroelectric,HYC,3492.048,121868.37199999999,2.87,Clean
2003,North Carolina,NC,Hydroelectric,HYC,7200.943,124464.45700000001,5.79,Clean
2004,North Carolina,NC,Hydroelectric,HYC,5435.19933,123630.59181,4.4,Clean
2005,North Carolina,NC,Hydroelectric,HYC,5396.502,126973.31789,4.25,Clean
2006,North Carolina,NC,Hydroelectric,HYC,3839.01201,122484.76377,3.13,Clean
2007,North Carolina,NC,Hydroelectric,HYC,2984.15851,127468.54462999999,2.34,Clean
2008,North Carolina,NC,Hydroelectric,HYC,3033.64243,122803.85163,2.47,Clean
2009,North Carolina,NC,Hydroelectric,HYC,5171.25654,115958.19836000001,4.46,Clean
2010,North Carolina,NC,Hydroelectric,HYC,4756.54904,125905.86872,3.78,Clean
2011,North Carolina,NC,Hydroelectric,HYC,3893.396,115351.17859000001,3.38,Clean
2012,North Carolina,NC,Hydroelectric,HYC,3727.93821,113487.20862,3.28,Clean
2013,North Carolina,NC,Hydroelectric,HYC,6900.5325,122541.65097999999,5.63,Clean
2014,North Carolina,NC,Hydroelectric,HYC,4756.08324,124428.0387,3.82,Clean
2015,North Carolina,NC,Hydroelectric,HYC,4742.004,124679.10768,3.8,Clean
2016,North Carolina,NC,Hydroelectric,HYC,4417.186,127317.51522,3.47,Clean
2017,North Carolina,NC,Hydroelectric,HYC,3818.017,124827.10282,3.06,Clean
2018,North Carolina,NC,Hydroelectric,HYC,6605.429,130471.74579,5.06,Clean
2019,North Carolina,NC,Hydroelectric,HYC,6185.7458,127894.7939,4.84,Clean
2020,North Carolina,NC,Hydroelectric,HYC,7957.492,121300.8836,6.56,Clean
2021,North Carolina,NC,Hydroelectric,HYC,5812.758,127417.60086,4.56,Clean
2022,North Carolina,NC,Hydroelectric,HYC,4686.291,131946.41045999998,3.55,Clean
2023,North Carolina,NC,Hydroelectric,HYC,4225.25855,124541.93413000001,3.39,Clean
2024,North Carolina,NC,Hydroelectric,HYC,4829.07488,133134.1888,3.63,Clean
2025,North Carolina,NC,Hydroelectric,HYC,4649.59296,133503.55077,3.48,Clean
2016,North Carolina,NC,Wind,WND,6.233,127317.51522,0.0,Clean
2017,North Carolina,NC,Wind,WND,470.743,124827.10282,0.38,Clean
2018,North Carolina,NC,Wind,WND,542.772,130471.74579,0.42,Clean
2019,North Carolina,NC,Wind,WND,523.139,127894.7939,0.41,Clean
2020,North Carolina,NC,Wind,WND,546.267,121300.8836,0.45,Clean
2021,North Carolina,NC,Wind,WND,514.703,127417.60086,0.4,Clean
2022,North Carolina,NC,Wind,WND,546.755,131946.41045999998,0.41,Clean
2023,North Carolina,NC,Wind,WND,528.896,124541.93413000001,0.42,Clean
2024,North Carolina,NC,Wind,WND,530.043,133134.1888,0.4,Clean
2025,North Carolina,NC,Wind,WND,936.254,133503.55077,0.7,Clean
2008,North Carolina,NC,Solar,SUN,1.801,122803.85163,0.0,Clean
2009,North Carolina,NC,Solar,SUN,4.56326,115958.19836000001,0.0,Clean
2010,North Carolina,NC,Solar,SUN,11.34005,125905.86872,0.01,Clean
2011,North Carolina,NC,Solar,SUN,17.38045,115351.17859000001,0.02,Clean
2012,North Carolina,NC,Solar,SUN,139.49074,113487.20862,0.12,Clean
2013,North Carolina,NC,Solar,SUN,344.66281,122541.65097999999,0.28,Clean
2014,North Carolina,NC,Solar,SUN,729.13048,124428.0387,0.59,Clean
2015,North Carolina,NC,Solar,SUN,1373.57856,124679.10768,1.1,Clean
2016,North Carolina,NC,Solar,SUN,3421.12767,127317.51522,2.69,Clean
2017,North Carolina,NC,Solar,SUN,5114.11786,124827.10282,4.1,Clean
2018,North Carolina,NC,Solar,SUN,6110.3778,130471.74579,4.68,Clean
2019,North Carolina,NC,Solar,SUN,7451.338,127894.7939,5.83,Clean
2020,North Carolina,NC,Solar,SUN,8273.75274,121300.8836,6.82,Clean
2021,North Carolina,NC,Solar,SUN,10123.16085,127417.60086,7.94,Clean
2022,North Carolina,NC,Solar,SUN,11263.9426,131946.41045999998,8.54,Clean
2023,North Carolina,NC,Solar,SUN,11459.37624,124541.93413000001,9.2,Clean
2024,North Carolina,NC,Solar,SUN,11843.87892,133134.1888,8.9,Clean
2025,North Carolina,NC,Solar,SUN,12751.86534,133503.55077,9.55,Clean
2001,North Carolina,NC,Other,OOG,0.991,114863.84300000001,0.0,Other
2002,North Carolina,NC,Other,OOG,0.863,121868.37199999999,0.0,Other
2003,North Carolina,NC,Other,OOG,0.017,124464.45700000001,0.0,Other
2004,North Carolina,NC,Other,OOG,0.0,123630.59181,0.0,Other
2005,North Carolina,NC,Other,OOG,0.0,126973.31789,0.0,Other
2006,North Carolina,NC,Other,OOG,0.0,122484.76377,0.0,Other
2007,North Carolina,NC,Other,OOG,0.0,127468.54462999999,0.0,Other
2008,North Carolina,NC,Other,OOG,0.0,122803.85163,0.0,Other
2009,North Carolina,NC,Other,OOG,0.0,115958.19836000001,0.0,Other
2010,North Carolina,NC,Other,OOG,0.0,125905.86872,0.0,Other
2001,South Carolina,SC,Coal,COL,36699.004,88970.757,41.25,Fossil
2002,South Carolina,SC,Coal,COL,36947.722,96161.96,38.42,Fossil
2003,South Carolina,SC,Coal,COL,37432.023,93177.994,40.17,Fossil
2004,South Carolina,SC,Coal,COL,38922.22046,96367.63734,40.39,Fossil
2005,South Carolina,SC,Coal,COL,39692.05883,101187.58481,39.23,Fossil
2006,South Carolina,SC,Coal,COL,39472.84592,98145.24223,40.22,Fossil
2007,South Carolina,SC,Coal,COL,41582.66952,102303.06825,40.65,Fossil
2008,South Carolina,SC,Coal,COL,41539.69468,100154.74759,41.48,Fossil
2009,South Carolina,SC,Coal,COL,34477.51233,98739.44425,34.92,Fossil
2010,South Carolina,SC,Coal,COL,37671.11794,102962.8784,36.59,Fossil
2011,South Carolina,SC,Coal,COL,34168.54897,101561.64856,33.64,Fossil
2012,South Carolina,SC,Coal,COL,28396.14484,95293.59763,29.8,Fossil
2013,South Carolina,SC,Coal,COL,24407.14778,93653.57896,26.06,Fossil
2014,South Carolina,SC,Coal,COL,28914.3068,95313.41083000001,30.34,Fossil
2015,South Carolina,SC,Coal,COL,22631.17346,94905.37931,23.85,Fossil
2016,South Carolina,SC,Coal,COL,21002.91354,95426.72872,22.01,Fossil
2017,South Carolina,SC,Coal,COL,18151.74449,91567.19868,19.82,Fossil
2018,South Carolina,SC,Coal,COL,19497.48466,97391.96389,20.02,Fossil
2019,South Carolina,SC,Coal,COL,14861.49529,98724.91593,15.05,Fossil
2020,South Carolina,SC,Coal,COL,12459.09319,97022.46154,12.84,Fossil
2021,South Carolina,SC,Coal,COL,15188.40071,97025.53509,15.65,Fossil
2022,South Carolina,SC,Coal,COL,14243.46192,97359.16955,14.63,Fossil
2023,South Carolina,SC,Coal,COL,15150.42088,99425.92278,15.24,Fossil
2024,South Carolina,SC,Coal,COL,16841.75599,98758.23548,17.05,Fossil
2025,South Carolina,SC,Coal,COL,18177.80799,103147.55376,17.62,Fossil
2001,South Carolina,SC,Natural Gas,NG,1176.114,88970.757,1.32,Fossil
2002,South Carolina,SC,Natural Gas,NG,4498.319,96161.96,4.68,Fossil
2003,South Carolina,SC,Natural Gas,NG,1662.782,93177.994,1.78,Fossil
2004,South Carolina,SC,Natural Gas,NG,3797.85798,96367.63734,3.94,Fossil
2005,South Carolina,SC,Natural Gas,NG,5414.18307,101187.58481,5.35,Fossil
2006,South Carolina,SC,Natural Gas,NG,6068.06078,98145.24223,6.18,Fossil
2007,South Carolina,SC,Natural Gas,NG,5964.55849,102303.06825,5.83,Fossil
2008,South Carolina,SC,Natural Gas,NG,5728.98791,100154.74759,5.72,Fossil
2009,South Carolina,SC,Natural Gas,NG,9780.19264,98739.44425,9.91,Fossil
2010,South Carolina,SC,Natural Gas,NG,10927.23746,102962.8784,10.61,Fossil
2011,South Carolina,SC,Natural Gas,NG,12936.34259,101561.64856,12.74,Fossil
2012,South Carolina,SC,Natural Gas,NG,14331.87879,95293.59763,15.04,Fossil
2013,South Carolina,SC,Natural Gas,NG,11834.07418,93653.57896,12.64,Fossil
2014,South Carolina,SC,Natural Gas,NG,11406.64003,95313.41083000001,11.97,Fossil
2015,South Carolina,SC,Natural Gas,NG,16549.30625,94905.37931,17.44,Fossil
2016,South Carolina,SC,Natural Gas,NG,16366.85418,95426.72872,17.15,Fossil
2017,South Carolina,SC,Natural Gas,NG,17156.33919,91567.19868,18.74,Fossil
2018,South Carolina,SC,Natural Gas,NG,21653.79635,97391.96389,22.23,Fossil
2019,South Carolina,SC,Natural Gas,NG,23925.64456,98724.91593,24.23,Fossil
2020,South Carolina,SC,Natural Gas,NG,24227.92982,97022.46154,24.97,Fossil
2021,South Carolina,SC,Natural Gas,NG,23242.29838,97025.53509,23.95,Fossil
2022,South Carolina,SC,Natural Gas,NG,24143.89496,97359.16955,24.8,Fossil
2023,South Carolina,SC,Natural Gas,NG,23691.4439,99425.92278,23.83,Fossil
2024,South Carolina,SC,Natural Gas,NG,22808.74307,98758.23548,23.1,Fossil
2025,South Carolina,SC,Natural Gas,NG,22490.09809,103147.55376,21.8,Fossil
2001,South Carolina,SC,Nuclear,NUC,49869.998,88970.757,56.05,Clean
2002,South Carolina,SC,Nuclear,NUC,53325.854,96161.96,55.45,Clean
2003,South Carolina,SC,Nuclear,NUC,50417.69,93177.994,54.11,Clean
2004,South Carolina,SC,Nuclear,NUC,51200.64,96367.63734,53.13,Clean
2005,South Carolina,SC,Nuclear,NUC,53137.554,101187.58481,52.51,Clean
2006,South Carolina,SC,Nuclear,NUC,50797.372,98145.24223,51.76,Clean
2007,South Carolina,SC,Nuclear,NUC,53199.914,102303.06825,52.0,Clean
2008,South Carolina,SC,Nuclear,NUC,51762.95,100154.74759,51.68,Clean
2009,South Carolina,SC,Nuclear,NUC,52149.734,98739.44425,52.82,Clean
2010,South Carolina,SC,Nuclear,NUC,51988.079,102962.8784,50.49,Clean
2011,South Carolina,SC,Nuclear,NUC,52902.576,101561.64856,52.09,Clean
2012,South Carolina,SC,Nuclear,NUC,51145.302,95293.59763,53.67,Clean
2013,South Carolina,SC,Nuclear,NUC,54251.968,93653.57896,57.93,Clean
2014,South Carolina,SC,Nuclear,NUC,52418.553,95313.41083000001,55.0,Clean
2015,South Carolina,SC,Nuclear,NUC,53156.32,94905.37931,56.01,Clean
2016,South Carolina,SC,Nuclear,NUC,55825.916,95426.72872,58.5,Clean
2017,South Carolina,SC,Nuclear,NUC,54344.554,91567.19868,59.35,Clean
2018,South Carolina,SC,Nuclear,NUC,52716.469,97391.96389,54.13,Clean
2019,South Carolina,SC,Nuclear,NUC,56103.043,98724.91593,56.83,Clean
2020,South Carolina,SC,Nuclear,NUC,54751.088,97022.46154,56.43,Clean
2021,South Carolina,SC,Nuclear,NUC,53771.428,97025.53509,55.42,Clean
2022,South Carolina,SC,Nuclear,NUC,54369.751,97359.16955,55.84,Clean
2023,South Carolina,SC,Nuclear,NUC,55622.34,99425.92278,55.94,Clean
2024,South Carolina,SC,Nuclear,NUC,53770.407,98758.23548,54.45,Clean
2025,South Carolina,SC,Nuclear,NUC,56670.524,103147.55376,54.94,Clean
2001,South Carolina,SC,Hydroelectric,HYC,1225.443,88970.757,1.38,Clean
2002,South Carolina,SC,Hydroelectric,HYC,1389.751,96161.96,1.45,Clean
2003,South Carolina,SC,Hydroelectric,HYC,3665.426,93177.994,3.93,Clean
2004,South Carolina,SC,Hydroelectric,HYC,2446.90938,96367.63734,2.54,Clean
2005,South Carolina,SC,Hydroelectric,HYC,2938.147,101187.58481,2.9,Clean
2006,South Carolina,SC,Hydroelectric,HYC,1806.948,98145.24223,1.84,Clean
2007,South Carolina,SC,Hydroelectric,HYC,1555.9116,102303.06825,1.52,Clean
2008,South Carolina,SC,Hydroelectric,HYC,1123.115,100154.74759,1.12,Clean
2009,South Carolina,SC,Hydroelectric,HYC,2332.00528,98739.44425,2.36,Clean
2010,South Carolina,SC,Hydroelectric,HYC,2376.444,102962.8784,2.31,Clean
2011,South Carolina,SC,Hydroelectric,HYC,1554.181,101561.64856,1.53,Clean
2012,South Carolina,SC,Hydroelectric,HYC,1420.272,95293.59763,1.49,Clean
2013,South Carolina,SC,Hydroelectric,HYC,3160.274,93653.57896,3.37,Clean
2014,South Carolina,SC,Hydroelectric,HYC,2569.126,95313.41083000001,2.7,Clean
2015,South Carolina,SC,Hydroelectric,HYC,2564.3596,94905.37931,2.7,Clean
2016,South Carolina,SC,Hydroelectric,HYC,2226.074,95426.72872,2.33,Clean
2017,South Carolina,SC,Hydroelectric,HYC,1835.039,91567.19868,2.0,Clean
2018,South Carolina,SC,Hydroelectric,HYC,3013.72,97391.96389,3.09,Clean
2019,South Carolina,SC,Hydroelectric,HYC,2976.18708,98724.91593,3.01,Clean
2020,South Carolina,SC,Hydroelectric,HYC,3862.805,97022.46154,3.98,Clean
2021,South Carolina,SC,Hydroelectric,HYC,2543.758,97025.53509,2.62,Clean
2022,South Carolina,SC,Hydroelectric,HYC,2180.514,97359.16955,2.24,Clean
2023,South Carolina,SC,Hydroelectric,HYC,2199.306,99425.92278,2.21,Clean
2024,South Carolina,SC,Hydroelectric,HYC,2411.673,98758.23548,2.44,Clean
2025,South Carolina,SC,Hydroelectric,HYC,2497.0457,103147.55376,2.42,Clean
2013,South Carolina,SC,Solar,SUN,0.115,93653.57896,0.0,Clean
2014,South Carolina,SC,Solar,SUN,4.785,95313.41083000001,0.01,Clean
2015,South Carolina,SC,Solar,SUN,4.22,94905.37931,0.0,Clean
2016,South Carolina,SC,Solar,SUN,4.971,95426.72872,0.01,Clean
2017,South Carolina,SC,Solar,SUN,79.522,91567.19868,0.09,Clean
2018,South Carolina,SC,Solar,SUN,510.49388,97391.96389,0.52,Clean
2019,South Carolina,SC,Solar,SUN,858.546,98724.91593,0.87,Clean
2020,South Carolina,SC,Solar,SUN,1721.54553,97022.46154,1.77,Clean
2021,South Carolina,SC,Solar,SUN,2279.65,97025.53509,2.35,Clean
2022,South Carolina,SC,Solar,SUN,2421.54767,97359.16955,2.49,Clean
2023,South Carolina,SC,Solar,SUN,2762.412,99425.92278,2.78,Clean
2024,South Carolina,SC,Solar,SUN,2925.65642,98758.23548,2.96,Clean
2025,South Carolina,SC,Solar,SUN,3312.07798,103147.55376,3.21,Clean
2001,South Carolina,SC,Other,OOG,0.198,88970.757,0.0,Other
2002,South Carolina,SC,Other,OOG,0.314,96161.96,0.0,Other
2003,South Carolina,SC,Other,OOG,0.073,93177.994,0.0,Other
2004,South Carolina,SC,Other,OOG,0.00952,96367.63734,0.0,Other
2005,South Carolina,SC,Other,OOG,5.64191,101187.58481,0.01,Other
2006,South Carolina,SC,Other,OOG,0.01553,98145.24223,0.0,Other
2007,South Carolina,SC,Other,OOG,0.01464,102303.06825,0.0,Other
2008,South Carolina,SC,Other,OOG,0.0,100154.74759,0.0,Other
2009,South Carolina,SC,Other,OOG,0.0,98739.44425,0.0,Other
2010,South Carolina,SC,Other,OOG,0.0,102962.8784,0.0,Other
2001,Tennessee,TN,Coal,COL,59730.032,95726.991,62.4,Fossil
2002,Tennessee,TN,Coal,COL,59705.681,95738.78199999999,62.36,Fossil
2003,Tennessee,TN,Coal,COL,54921.298,91711.278,59.88,Fossil
2004,Tennessee,TN,Coal,COL,58059.63209,97389.63913,59.62,Fossil
2005,Tennessee,TN,Coal,COL,59051.47609,96713.22692,61.06,Fossil
2006,Tennessee,TN,Coal,COL,60497.84574,93657.77923,64.59,Fossil
2007,Tennessee,TN,Coal,COL,60237.33012,94662.56524,63.63,Fossil
2008,Tennessee,TN,Coal,COL,57058.12937,90263.19659,63.21,Fossil
2009,Tennessee,TN,Coal,COL,41633.24028,79280.28202,52.51,Fossil
2010,Tennessee,TN,Coal,COL,43670.19593,81903.62807,53.32,Fossil
2011,Tennessee,TN,Coal,COL,40777.22426,80601.23136,50.59,Fossil
2012,Tennessee,TN,Coal,COL,35419.3091,76965.39036,46.02,Fossil
2013,Tennessee,TN,Coal,COL,32485.83082,78519.53334,41.37,Fossil
2014,Tennessee,TN,Coal,COL,35874.58198,78736.52334,45.56,Fossil
2015,Tennessee,TN,Coal,COL,30586.33134,74585.72189,41.01,Fossil
2016,Tennessee,TN,Coal,COL,31167.63357,78970.04773,39.47,Fossil
2017,Tennessee,TN,Coal,COL,27715.28404,78639.59847,35.24,Fossil
2018,Tennessee,TN,Coal,COL,20966.71304,81054.30141,25.87,Fossil
2019,Tennessee,TN,Coal,COL,18692.16847,81874.09116,22.83,Fossil
2020,Tennessee,TN,Coal,COL,14245.27244,80429.09115000001,17.71,Fossil
2021,Tennessee,TN,Coal,COL,18259.79637,78825.1048,23.16,Fossil
2022,Tennessee,TN,Coal,COL,15885.53977,77943.1521,20.38,Fossil
2023,Tennessee,TN,Coal,COL,15792.90869,77790.38508000001,20.3,Fossil
2024,Tennessee,TN,Coal,COL,17434.86799,76144.68694,22.9,Fossil
2025,Tennessee,TN,Coal,COL,18034.74496,74605.07779,24.17,Fossil
2001,Tennessee,TN,Natural Gas,NG,455.503,95726.991,0.48,Fossil
2002,Tennessee,TN,Natural Gas,NG,469.573,95738.78199999999,0.49,Fossil
2003,Tennessee,TN,Natural Gas,NG,626.987,91711.278,0.68,Fossil
2004,Tennessee,TN,Natural Gas,NG,292.4862,97389.63913,0.3,Fossil
2005,Tennessee,TN,Natural Gas,NG,531.16478,96713.22692,0.55,Fossil
2006,Tennessee,TN,Natural Gas,NG,664.27366,93657.77923,0.71,Fossil
2007,Tennessee,TN,Natural Gas,NG,721.8381,94662.56524,0.76,Fossil
2008,Tennessee,TN,Natural Gas,NG,467.22997,90263.19659,0.52,Fossil
2009,Tennessee,TN,Natural Gas,NG,409.32141,79280.28202,0.52,Fossil
2010,Tennessee,TN,Natural Gas,NG,2302.38381,81903.62807,2.81,Fossil
